query_number,query_tweet_id,query_conversation_id,query_text,true_intent,predicted_intent,prediction_confidence,rank,final_score,similarity,semantic_similarity,retrieval_score,evidence_quality_score,evidence_quality_reason,actionable,generic_response,evidence_relevance_score,problem_match_score,problem_match_reason,entity_overlap,entity_mismatch,issue_overlap,issue_mismatch,relevance_accepted,relevance_reason,historical_conversation_id,historical_intent,intent_match,historical_customer,historical_response,diagnostic_relevance
76,417281,apple_033971,I need to rethink life. My iPhone camera sucks @115858,device_hardware,device_hardware,1.0,4,0.4387785666238755,0.12395988289079107,0.12395988289079107,0.4387785666238755,1.0,troubleshooting guidance + diagnostic questions,True,False,0.641,0.7,"intent and entity alignment (camera, iphone)","['camera', 'iphone']",False,"['camera', 'iphone']",False,True,"intent agreement + entity overlap (camera, iphone) + problem: intent and entity alignment (camera, iphone) + ACCEPTED: grounded evidence",apple_023450,device_hardware,True,@115858 iPhone X orange camera problem? https://t.co/HooDTPyYNl,@138695 Let's help take a look. How long has this been happening? Have you tried any troubleshooting such as force quitting camera or rebooting the iPhone X? What's the version of iOS in Settings &gt; General &gt; About?,1
76,417281,apple_033971,I need to rethink life. My iPhone camera sucks @115858,device_hardware,device_hardware,1.0,5,0.4327135584166385,0.15524038698247858,0.15524038698247858,0.4327135584166385,0.85,troubleshooting guidance,True,False,0.6338,0.7,"intent and entity alignment (camera, iphone)","['camera', 'iphone']",False,"['camera', 'iphone']",False,True,"intent agreement + entity overlap (camera, iphone) + problem: intent and entity alignment (camera, iphone) + ACCEPTED: grounded evidence",apple_049831,device_hardware,True,@AppleSupport is there any way to permanently disable live mode on the iPhone camera?,@438614 Hello. We're happy to help with this. You can disable Live Photo by tapping the Live Photo icon within your Camera app. You'll then want to navigate to Settings &gt; Camera &gt; Preserve Settings  and toggle the switch on for Live Photo to save that setting.,1
77,1628497,apple_001975,@AppleSupport When can we expect a bug fix for the whole “I️” keyboard issue,ios_software_update,ios_software_update,0.1408915895670023,1,0.523742963436068,0.3289312530590457,0.3289312530590457,0.523742963436068,0.93,troubleshooting guidance + link provided,True,False,0.7002,0.7,intent and entity alignment (keyboard),['keyboard'],False,['keyboard'],False,True,intent agreement + entity overlap (keyboard) + problem: intent and entity alignment (keyboard) + ACCEPTED: grounded evidence,apple_032661,ios_software_update,True,@115858 Please fix this bullsht keyboard issue I️ I️,@518712 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
77,1628497,apple_001975,@AppleSupport When can we expect a bug fix for the whole “I️” keyboard issue,ios_software_update,ios_software_update,0.1408915895670023,2,0.49598690713235144,0.2764628320433381,0.2764628320433381,0.49598690713235144,0.93,troubleshooting guidance + link provided,True,False,0.6871,0.7,intent and entity alignment (keyboard),['keyboard'],False,['keyboard'],False,True,intent agreement + entity overlap (keyboard) + problem: intent and entity alignment (keyboard) + ACCEPTED: grounded evidence,apple_070720,ios_software_update,True,When will @AppleSupport fix the keyboard issue? 🤔😒,@251850 We'd be glad to be of assistance. We have addressed this issue in our recent iOS 11.1.1 update: https://t.co/uQeXsrrlXJ,2
77,1628497,apple_001975,@AppleSupport When can we expect a bug fix for the whole “I️” keyboard issue,ios_software_update,ios_software_update,0.1408915895670023,3,0.49352068821422707,0.25663623599420593,0.25663623599420593,0.49352068821422707,0.93,troubleshooting guidance + link provided,True,False,0.6822,0.7,intent and entity alignment (keyboard),['keyboard'],False,['keyboard'],False,True,intent agreement + entity overlap (keyboard) + problem: intent and entity alignment (keyboard) + ACCEPTED: grounded evidence,apple_002411,ios_software_update,True,"Hey @AppleSupport this I glitch is getting worse and worse. I don’t want a shortcut, I want solutions. When can we expect that software update?","@521564 Hi there! We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",2
77,1628497,apple_001975,@AppleSupport When can we expect a bug fix for the whole “I️” keyboard issue,ios_software_update,ios_software_update,0.1408915895670023,4,0.4903910817315335,0.24920288147559955,0.24920288147559955,0.4903910817315335,0.93,troubleshooting guidance + link provided,True,False,0.6803,0.7,intent and entity alignment (keyboard),['keyboard'],False,['keyboard'],False,True,intent agreement + entity overlap (keyboard) + problem: intent and entity alignment (keyboard) + ACCEPTED: grounded evidence,apple_040379,ios_software_update,True,"Temp fix for @115858 keyboard issue 
You’re welcome https://t.co/rPbeQ3QREC",@449429 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
77,1628497,apple_001975,@AppleSupport When can we expect a bug fix for the whole “I️” keyboard issue,ios_software_update,ios_software_update,0.1408915895670023,5,0.4728342185084557,0.20726868793612957,0.20726868793612957,0.4728342185084557,0.93,troubleshooting guidance + link provided,True,False,0.6698,0.7,intent and entity alignment (keyboard),['keyboard'],False,['keyboard'],False,True,intent agreement + entity overlap (keyboard) + problem: intent and entity alignment (keyboard) + ACCEPTED: grounded evidence,apple_062738,ios_software_update,True,@AppleSupport please fix the keyboard issue with the vowels. #imbegging,@524127 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
78,126398,apple_012909,The act of trying to get data from one @115858 iPhone to another (my new one) must be one of the most complicated and frustrating technological processes I have encountered in a long time. There must be a simpler way.,other_unclear,other_unclear,0.14605486536579618,1,0.47065437322404097,0.21268201131242415,0.21268201131242415,0.47065437322404097,0.93,troubleshooting guidance + link provided,True,False,0.6712,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_040830,other_unclear,True,@534497 @AppleSupport $1900?  Must be a mistake,"@610015 Hey, we want to work with you to get your iPhone back up and running smoothly. Please send us a DM and we'll take a look. https://t.co/GDrqU22YpT",0
78,126398,apple_012909,The act of trying to get data from one @115858 iPhone to another (my new one) must be one of the most complicated and frustrating technological processes I have encountered in a long time. There must be a simpler way.,other_unclear,other_unclear,0.14605486536579618,2,0.4323950557456601,0.19725508413614415,0.19725508413614415,0.4323950557456601,0.68,link provided,False,False,0.6423,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_014151,other_unclear,True,Trying to transfer from one iPhone 4s to a new one. Stuck here please help @AppleSupport https://t.co/d0soYNuplY,@202720 Thanks for reaching out. Please DM us which iPhone is having the issue. We'll start there. https://t.co/GDrqU22YpT,0
78,126398,apple_012909,The act of trying to get data from one @115858 iPhone to another (my new one) must be one of the most complicated and frustrating technological processes I have encountered in a long time. There must be a simpler way.,other_unclear,other_unclear,0.14605486536579618,3,0.43184207459345625,0.17168978625312484,0.17168978625312484,0.43184207459345625,0.75,support resource link,False,False,0.6429,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_053511,other_unclear,True,@116333 There must be a better way to pair a watch with a new iPhone than to completely reset it.,@427039 We'd like to help you with pairing your Watch with a new phone. DM us and we'll get started. https://t.co/GDrqU22YpT,0
78,126398,apple_012909,The act of trying to get data from one @115858 iPhone to another (my new one) must be one of the most complicated and frustrating technological processes I have encountered in a long time. There must be a simpler way.,other_unclear,other_unclear,0.14605486536579618,4,0.4272697474535668,0.1157344688025055,0.1157344688025055,0.4272697474535668,0.88,diagnostic questions + link provided,True,False,0.6419,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_041384,other_unclear,True,This new @115858 IPhone update is awesome! I can’t even hear people when they call! Must be a new feature!,@356332 Send us a DM and let us know what version of iOS you're running. We'll get started there. https://t.co/GDrqU22YpT,0
78,126398,apple_012909,The act of trying to get data from one @115858 iPhone to another (my new one) must be one of the most complicated and frustrating technological processes I have encountered in a long time. There must be a simpler way.,other_unclear,other_unclear,0.14605486536579618,5,0.4244375583652762,0.12564055566763574,0.12564055566763574,0.4244375583652762,0.85,troubleshooting guidance,True,False,0.6414,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_016729,other_unclear,True,@applesupport the bug i encountered https://t.co/G6jXG91B5s,"@163014 OK, do you experience the same behavior after you restart your iPhone?",0
79,2410164,apple_069773,@115858 releases overpriced @797 and suddenly my iPhone camera stops working. GTFOH!! @136958 please stop this bull shiitake!,device_hardware,device_hardware,1.0,1,0.4512389223502277,0.23419582467394678,0.23419582467394678,0.4512389223502277,0.75,support resource link,False,False,0.6435,0.7,"intent and entity alignment (camera, iphone)","['camera', 'iphone']",False,"['camera', 'iphone']",False,True,"intent agreement + entity overlap (camera, iphone) + problem: intent and entity alignment (camera, iphone) + ACCEPTED: grounded evidence",apple_034022,device_hardware,True,"What’s the problem with my iPhone 7+ camera? 
@AppleSupport 
#Iphone https://t.co/I7jXaqlLM0",@389957 This article may help: https://t.co/r1DRfaFLIU If you have more questions send us a DM. https://t.co/GDrqU22YpT,1
79,2410164,apple_069773,@115858 releases overpriced @797 and suddenly my iPhone camera stops working. GTFOH!! @136958 please stop this bull shiitake!,device_hardware,device_hardware,1.0,2,0.4438121499954009,0.15404297384117938,0.15404297384117938,0.4438121499954009,0.93,troubleshooting guidance + link provided,True,False,0.6415,0.7,"intent and entity alignment (camera, iphone)","['camera', 'iphone']",False,"['camera', 'iphone']",False,True,"intent agreement + entity overlap (camera, iphone) + problem: intent and entity alignment (camera, iphone) + ACCEPTED: grounded evidence",apple_045838,device_hardware,True,@AppleSupport @115858 gotta love this new iPhone X camera... #iphonexcamera https://t.co/xgnCgmmFdO,@653453 Let's take a look at this concern further. Send us a DM with your iOS version from Settings &gt; General &gt; About and we'll meet you there. https://t.co/GDrqU22YpT,1
79,2410164,apple_069773,@115858 releases overpriced @797 and suddenly my iPhone camera stops working. GTFOH!! @136958 please stop this bull shiitake!,device_hardware,device_hardware,1.0,3,0.4405269736535923,0.18304201281962185,0.18304201281962185,0.4405269736535923,0.85,diagnostic questions + support resource link,True,False,0.6408,0.7,"intent and entity alignment (camera, iphone)","['camera', 'iphone']",False,"['camera', 'iphone']",False,True,"intent agreement + entity overlap (camera, iphone) + problem: intent and entity alignment (camera, iphone) + ACCEPTED: grounded evidence",apple_028395,device_hardware,True,The IPhone 7 camera is grainy trash 🗑 @AppleSupport,@489690 We're here to help. DM us what iOS version you're on. https://t.co/GDrqU22YpT,1
79,2410164,apple_069773,@115858 releases overpriced @797 and suddenly my iPhone camera stops working. GTFOH!! @136958 please stop this bull shiitake!,device_hardware,device_hardware,1.0,4,0.43739403678205857,0.11445763654267513,0.11445763654267513,0.43739403678205857,1.0,troubleshooting guidance + support resource link,True,False,0.6386,0.7,"intent and entity alignment (camera, iphone)","['camera', 'iphone']",False,"['camera', 'iphone']",False,True,"intent agreement + entity overlap (camera, iphone) + problem: intent and entity alignment (camera, iphone) + ACCEPTED: grounded evidence",apple_068974,device_hardware,True,"@AppleSupport 2 things that still drive me made in IOS 11! 

1) please stop automatically turning the Bluetooth on.

2) please stop the camera defaulting to ‘live photo’ even when I turn it off! 

Yours - Most iPhone users. 

🤯🤬","@391896 We're happy to help out. To clarify, which exact iOS version do you have installed?  Regarding Bluetooth this is expected, as outlined here: https://t.co/G7BHuQnDS6.

When taking non-live photos, be sure you're tapping the icon at the top of the camera app.",1
79,2410164,apple_069773,@115858 releases overpriced @797 and suddenly my iPhone camera stops working. GTFOH!! @136958 please stop this bull shiitake!,device_hardware,device_hardware,1.0,5,0.42626790656224556,0.0925365142534932,0.0925365142534932,0.42626790656224556,1.0,troubleshooting guidance + diagnostic questions,True,False,0.6331,0.7,"intent and entity alignment (camera, iphone)","['camera', 'iphone']",False,"['camera', 'iphone']",False,True,"intent agreement + entity overlap (camera, iphone) + problem: intent and entity alignment (camera, iphone) + ACCEPTED: grounded evidence",apple_023450,device_hardware,True,@115858 iPhone X orange camera problem? https://t.co/HooDTPyYNl,@138695 Let's help take a look. How long has this been happening? Have you tried any troubleshooting such as force quitting camera or rebooting the iPhone X? What's the version of iOS in Settings &gt; General &gt; About?,1
80,2283119,apple_029392,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,other_unclear,other_unclear,0.14893354387513164,1,0.4588361467965233,0.17108217907360537,0.17108217907360537,0.4588361467965233,0.93,troubleshooting guidance + link provided,True,False,0.6633,0.95,exact problem match (hardware:damaged),[],False,['hardware:damaged'],False,True,intent agreement + problem: exact problem match (hardware:damaged) + ACCEPTED: grounded evidence,apple_066996,other_unclear,True,fix your broken ass keybord @AppleSupport !!!!!!!!! i’m sick of my i’s turning into some weird shit,@258623 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
80,2283119,apple_029392,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,other_unclear,other_unclear,0.14893354387513164,2,0.4547575370948865,0.17865208200943267,0.17865208200943267,0.4547575370948865,0.88,diagnostic questions + link provided,True,False,0.6602,0.95,exact problem match (hardware:damaged),[],False,['hardware:damaged'],False,True,intent agreement + problem: exact problem match (hardware:damaged) + ACCEPTED: grounded evidence,apple_052372,other_unclear,True,thankful for my broken ass phone. thank you. so much. @115858 #HappyThanksgiving2017,@287942 We'll gladly assist. What kind of issues are you currently having with your iPhone? What model and what iOS version is it running? Send us a DM and let us know. https://t.co/GDrqU22YpT,0
80,2283119,apple_029392,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,other_unclear,other_unclear,0.14893354387513164,3,0.44284419265040686,0.22962154460917256,0.22962154460917256,0.44284419265040686,1.0,troubleshooting guidance + support resource link,True,False,0.5724,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_049546,other_unclear,True,"@AppleSupport Yeah, do not disturb has been turned off","@710413 We know it's very important to get notifications. To help guide us through troubleshooting, have you had the chance to review the Do Not Disturb settings? https://t.co/8HnF4Ksats",0
80,2283119,apple_029392,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,other_unclear,other_unclear,0.14893354387513164,4,0.43182713743866474,0.2033239785577278,0.2033239785577278,0.43182713743866474,1.0,troubleshooting guidance + support resource link,True,False,0.5658,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_068605,other_unclear,True,@AppleSupport what’s the point of having another update if this one is a piece of shit !!! I️ can’t even have full sentence without a fuck box popping up for I️ 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️,"@667869 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",1
80,2283119,apple_029392,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,other_unclear,other_unclear,0.14893354387513164,5,0.43106399922564365,0.2014182981230184,0.2014182981230184,0.43106399922564365,1.0,troubleshooting guidance + diagnostic questions + support resource link,True,False,0.5654,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_030882,other_unclear,True,what the actual fuck is the point of this if it doesn’t fucking work!? @AppleSupport @118721 https://t.co/jLKVl3OhfU,"@362691 Which device and version of iOS are you using? Check Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU22YpT",0
81,2276939,apple_049238,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa",ios_software_update,ios_software_update,0.13495426400996838,1,0.49004847224412496,0.36661265439256496,0.36661265439256496,0.49004847224412496,0.93,troubleshooting guidance + link provided,True,False,0.5997,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_060811,ios_software_update,True,"hey @115858 are you going to fix this glitch with the letter “i” soon? —
it’s literally the most commonly used word in the English language &amp; your phones cost $1000 in case you forgot","@717975 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",2
81,2276939,apple_049238,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa",ios_software_update,ios_software_update,0.13495426400996838,2,0.4447171330039482,0.23412461765996156,0.23412461765996156,0.4447171330039482,1.0,troubleshooting guidance + support resource link,True,False,0.5735,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_031538,ios_software_update,True,Is @115858 going to fix this iOS bug or are they expecting the English language to adjust? I️.,"@653425 We've released a fix for this issue in the latest iOS version which is iOS 11.1.1. To install this version, make sure to create a backup and update using the steps here: https://t.co/80YRnjDFDk

Let us know if we can help with anything else!",1
81,2276939,apple_049238,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa",ios_software_update,ios_software_update,0.13495426400996838,3,0.42197477745273626,0.28045535948328504,0.28045535948328504,0.42197477745273626,0.75,support resource link,False,False,0.5601,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_045101,ios_software_update,True,hey @115858 @116333 please fix this https://t.co/5bC8r0UAg8,"@331455 We're happy to help. Send us a DM with the device model you're using, and we'll get started. https://t.co/GDrqU22YpT",1
81,2276939,apple_049238,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa",ios_software_update,ios_software_update,0.13495426400996838,4,0.42038321813551793,0.18525690573865933,0.18525690573865933,0.42038321813551793,1.0,troubleshooting guidance + support resource link,True,False,0.5613,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_073315,ios_software_update,True,@115858 please fix this I️t,"@270243 We want to help. The iOS 11.1.1 update resolves this issue. If you haven't yet, back up and update to iOS 11.1.2 on your iOS device and test it out. Let us know if that helps.

Backup and update iOS: https://t.co/ahjigcvFRG",1
81,2276939,apple_049238,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa",ios_software_update,ios_software_update,0.13495426400996838,5,0.41404997363793483,0.1948595566243326,0.1948595566243326,0.41404997363793483,0.93,troubleshooting guidance + link provided,True,False,0.5567,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_053285,ios_software_update,True,Hey @115858 @AppleSupport please fix the letter “I”. Thanks.,@389670 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
82,1976581,apple_017759,Wtf @115858??? https://t.co/UOdELVJ60d,other_unclear,other_unclear,0.14708544509174304,1,0.76525,1.0,1.0,0.76525,1.0,troubleshooting guidance + support resource link,True,False,0.765,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_032584,other_unclear,True,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️. @115858  Wtf?,"@646713 Here's help with that! iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and DM us if the issue persists afterwards. How to back up: https://t.co/ui8Itz8ESg https://t.co/GDrqU22YpT",2
82,1976581,apple_017759,Wtf @115858??? https://t.co/UOdELVJ60d,other_unclear,other_unclear,0.14708544509174304,2,0.76525,1.0,1.0,0.76525,1.0,troubleshooting guidance + diagnostic questions,True,False,0.765,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_067756,other_unclear,True,I️ I️ I️ I️ I️ I️ I️ I️ I️. Wtf???,@769017 We're here to help. Which iOS version do you have? You can locate this in Settings &gt; General &gt; About.,2
82,1976581,apple_017759,Wtf @115858??? https://t.co/UOdELVJ60d,other_unclear,other_unclear,0.14708544509174304,3,0.7551,1.0,1.0,0.7551,0.93,troubleshooting guidance + link provided,True,False,0.758,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_031378,other_unclear,True,@AppleSupport I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ wtf !!!!!,@510514 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
82,1976581,apple_017759,Wtf @115858??? https://t.co/UOdELVJ60d,other_unclear,other_unclear,0.14708544509174304,4,0.7551,1.0,1.0,0.7551,0.93,troubleshooting guidance + link provided,True,False,0.758,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_014920,other_unclear,True,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ @115858 WTF!!!,@624578 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
82,1976581,apple_017759,Wtf @115858??? https://t.co/UOdELVJ60d,other_unclear,other_unclear,0.14708544509174304,5,0.7341,1.0,1.0,0.7341,0.93,troubleshooting guidance + link provided,True,False,0.758,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_000460,other_unclear,True,"WTF @115858  
I️ I️ I️ I️ I️",@506182 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
83,1557170,apple_019283,Why does this do this?! It’s so weird. @115858 anything?? It’s not my keyboard shortcuts so please help always replaces my I’s https://t.co/Nst53eNuMm,ios_software_update,ios_software_update,0.13170593727175434,1,0.4467360726433619,0.14492180602405844,0.14492180602405844,0.4467360726433619,0.93,troubleshooting guidance + link provided,True,False,0.6542,0.7,intent and entity alignment (keyboard),['keyboard'],False,['keyboard'],False,True,intent agreement + entity overlap (keyboard) + problem: intent and entity alignment (keyboard) + ACCEPTED: grounded evidence,apple_070729,ios_software_update,True,@115858 I️ can’t type the letter after h on my keyboard. Please help.,@509729 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
83,1557170,apple_019283,Why does this do this?! It’s so weird. @115858 anything?? It’s not my keyboard shortcuts so please help always replaces my I’s https://t.co/Nst53eNuMm,ios_software_update,ios_software_update,0.13170593727175434,2,0.4459203502040452,0.11864493530733738,0.11864493530733738,0.4459203502040452,1.0,troubleshooting guidance + support resource link,True,False,0.6547,0.7,intent and entity alignment (keyboard),['keyboard'],False,['keyboard'],False,True,intent agreement + entity overlap (keyboard) + problem: intent and entity alignment (keyboard) + ACCEPTED: grounded evidence,apple_055030,ios_software_update,True,.@AppleSupport since upgrading to iOS 11.1.1 my one keyboard issue was fixed but now every time I type “it” It does this craziness (below) AND I don’t have any phrase shortcuts. HELP it’s driving me crazy! https://t.co/AEsMc2Jl89,"@742770 We'd love to help out. First let's make sure you have a current backup of your data. Then, meet us in DM to continue. https://t.co/GDrqU22YpT",1
83,1557170,apple_019283,Why does this do this?! It’s so weird. @115858 anything?? It’s not my keyboard shortcuts so please help always replaces my I’s https://t.co/Nst53eNuMm,ios_software_update,ios_software_update,0.13170593727175434,3,0.44375095935982256,0.11346718745040048,0.11346718745040048,0.44375095935982256,1.0,troubleshooting guidance + support resource link,True,False,0.6534,0.7,intent and entity alignment (keyboard),['keyboard'],False,['keyboard'],False,True,intent agreement + entity overlap (keyboard) + problem: intent and entity alignment (keyboard) + ACCEPTED: grounded evidence,apple_039511,ios_software_update,True,@115858 why does this happen when you try typing the letter... I️. Fix it!,"@597537 Thanks for reaching out to us. Please check out this link for help with your issue: https://t.co/xU1AGHStV6
Questions? DM us. https://t.co/GDrqU22YpT",1
83,1557170,apple_019283,Why does this do this?! It’s so weird. @115858 anything?? It’s not my keyboard shortcuts so please help always replaces my I’s https://t.co/Nst53eNuMm,ios_software_update,ios_software_update,0.13170593727175434,4,0.4423475367525812,0.1344037148777163,0.1344037148777163,0.4423475367525812,0.93,troubleshooting guidance + link provided,True,False,0.6516,0.7,intent and entity alignment (keyboard),['keyboard'],False,['keyboard'],False,True,intent agreement + entity overlap (keyboard) + problem: intent and entity alignment (keyboard) + ACCEPTED: grounded evidence,apple_005256,ios_software_update,True,@AppleSupport why does this happen when I️ am typing anything! Fix this bug fast and why does iOS 11 keep freezing my phone! https://t.co/4XZAxCN7Cz,@510308 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ,1
83,1557170,apple_019283,Why does this do this?! It’s so weird. @115858 anything?? It’s not my keyboard shortcuts so please help always replaces my I’s https://t.co/Nst53eNuMm,ios_software_update,ios_software_update,0.13170593727175434,5,0.43722248197566077,0.1942192350023185,0.1942192350023185,0.43722248197566077,0.75,support resource link,False,False,0.6486,0.7,intent and entity alignment (keyboard),['keyboard'],False,['keyboard'],False,True,intent agreement + entity overlap (keyboard) + problem: intent and entity alignment (keyboard) + ACCEPTED: grounded evidence,apple_066835,ios_software_update,True,Please fix my keyboard. @115858,@591871 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,1
84,1740800,apple_039340,"Since #ios11, my alarm is silent, calls don’t work and apps keep freezing. @AppleSupport @115858 great job",ios_software_update,ios_software_update,0.13431611192633805,1,0.5119367551530989,0.182325997232349,0.182325997232349,0.5119367551530989,1.0,troubleshooting guidance + support resource link,True,False,0.7581,0.95,"exact problem match (app:freezes, screen:frozen, audio:not_working)",['calls'],False,"['app:freezes', 'screen:frozen', 'audio:not_working']",False,True,"intent agreement + entity overlap (calls) + problem: exact problem match (app:freezes, screen:frozen, audio:not_working) + ACCEPTED: grounded evidence",apple_067394,ios_software_update,True,@AppleSupport since ios11.0.3 my phone is missing calls and txts also apps wont update and phone keeps freezing! Other apps not working #ios,"@366276 Here to help. Let’s start with your cellular connection, let us know if the steps on this page help: https://t.co/5KootZbxj1",2
84,1740800,apple_039340,"Since #ios11, my alarm is silent, calls don’t work and apps keep freezing. @AppleSupport @115858 great job",ios_software_update,ios_software_update,0.13431611192633805,2,0.46373845371124883,0.196808672258983,0.196808672258983,0.46373845371124883,0.75,support resource link,False,False,0.6967,0.95,"exact problem match (app:freezes, screen:frozen)",['calls'],False,"['app:freezes', 'screen:frozen']",False,True,"intent agreement + entity overlap (calls) + problem: exact problem match (app:freezes, screen:frozen) + ACCEPTED: grounded evidence",apple_064685,ios_software_update,True,"Hey @AppleSupport the iOS update messed up my iPhone 7. Calls don’t work and phone freezes up. I’d like the IPhone X as a replacement, thnx.","@558138 We’d love to help with your iPhone. To start, please send us a DM confirming which iOS 11 version you have installed. https://t.co/GDrqU22YpT",1
