tweet_id,conversation_id,customer_message,gold_intent,predicted_intent,reply,evidence_used,correctness_score,groundedness_score,relevance_score,completeness_score,tone_score,unsupported_claims_score,overall_score,judge_decision,judge_reason
1773194,apple_062940,@115858 May you please fix this I️ issue with my phone I’m trying to type the letter I!!!!,ios_update,ios_update,"Based on a similar Apple Support case, We'd like to take a closer look. Please DM us your current country and exact iOS version found at Settings &gt; General &gt; About.",True,3,5,2,2,4,5,3.5,NEEDS_IMPROVEMENT,"The reply is safe but generic and does not provide targeted assistance for the customer’s specific issue of typing the letter ""I""."
2121061,apple_035308,Literally every single photo I have is gone. Thanks @AppleSupport,app_problems,app_problems,You're welcome! Glad to hear that helped.,False,1,1,1,1,3,5,2.0,UNSAFE,"The reply is materially incorrect, irrelevant, and provides no help, which could mislead the customer."
2436882,apple_068946,Hey @115858 I just had a mini heart attack cause iCloud got turned off when I restarted my phone and all my pictures were suddenly gone (1/?),apple_id_icloud,apple_id_icloud,"Could you tell us what is happening with the camera, such as not opening or not taking photos?",False,1,1,1,1,2,5,1.67,UNSAFE,"The reply is materially incorrect, irrelevant, and provides no useful guidance, making it unsafe for the customer."
1710649,apple_053225,"Hey, @AppleSupport, my iPhone 7 keeps respringing when trying to setup for the first time. Trying over both WiFi and iTunes, same problem.",app_problems,wifi_connectivity,"Based on a similar Apple Support case, We'll be happy to help see why your iPhone isn't updating. With this occurring on multiple networks, by chance, do you have access to a computer with iTunes? We can try updating using these steps:",True,1,5,1,1,3,5,2.67,UNSAFE,"The reply provides incorrect guidance that does not resolve the customer’s respring problem, making it materially wrong and unsafe for the user."
942267,apple_019847,"@AppleSupport Worst update of iOS 11, my phones battery is draining like water. It lasts for only 3-4hrs. Not expected from @AppleSupport 😢😢",battery_charging,battery_charging,"Could you tell us what is happening with the software update, such as downloading, installing, or failing?",False,1,5,1,1,3,5,2.67,NEEDS_IMPROVEMENT,"The reply is safe but irrelevant and incomplete, failing to address the customer's specific technical issue."
687925,apple_075525,@AppleSupport Thanks for that! Its not helpful though. Did you read my tweet? Its a daily issue now. I know how to connect a Smart Keyboard. It just keeps disconnecting and displaying that error!!,wifi_connectivity,wifi_connectivity,You're welcome! Glad to hear that helped.,False,1,1,1,1,3,5,2.0,UNSAFE,"The response fails to address the customer’s technical issue, lacks evidence, and provides no guidance, making it unsafe and unhelpful."
1588812,apple_072082,dear @115858 my phone keeps correcting i to i️ and my music stops playing every 5 seconds fix this shit,apple_music_itunes,apple_music_itunes,"Based on a similar Apple Support case, We'd love to help. Are you using the Apple Music app? Do you know what version of the iOS is on the device? If not, you can check under Settings &gt; General &gt; About &gt; Version.",True,1,5,1,2,4,5,3.0,NEEDS_IMPROVEMENT,"The reply is safe but generic, incomplete, and does not directly address the customer’s specific technical problems."
2923614,apple_072898,@115858 it sure would be nice if one of your reps could help me. Ive been on hold waiting for over THREE hours. With no answer. https://t.co/7KpBUc8A8N,other_unclear,other_unclear,"Based on a similar Apple Support case, We want to get you back to your music so you can listen whenever you're on the go. Try powering off and restarting your iPhone. This sounds simplistic, but it can help with these types of issues. Please DM the result.",True,1,1,1,1,3,5,1.5,UNSAFE,"The reply is irrelevant, incorrect, and does not provide any useful guidance for the customer's actual issue, making it unsafe for the user."
2016338,apple_038864,"@115858 Can y’all please fix this question mark ina box, every time you type the letter “eye”, problem 😩",screen_display,screen_display,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,1,1,1,1,3,5,1.5,NEEDS_IMPROVEMENT,"The reply is safe but incomplete, generic, and does not provide actionable guidance for the customer's specific issue."
247584,apple_021398,Just Got this fantastic Bug #Apple #iOS11.0.2 #bug @115858 https://t.co/tKO2iJKhxo,ios_update,ios_update,"Based on a similar Apple Support case, We'd love to help. DM us your complete software version from Settings &gt; General &gt; About, next to version.",True,5,5,5,4,4,5,4.67,GOOD,"Safe, relevant, and useful response that follows policy and evidence."
1223968,apple_033157,"@115858 before I updated my phone to i011 it held a charge almost all day, now it can’t go 1 hour worth of using.... can you explain this?😡😤",battery_charging,battery_charging,"Based on a similar Apple Support case, We'd like to take a closer look to see why it's taking longer to charge. Is iOS 11.0.3 installed? Which model do you have?",True,1,5,1,1,4,5,2.83,NEEDS_IMPROVEMENT,"The reply fails to address the customer’s specific battery life concern, is incomplete, and only asks generic questions about charging."
2001733,apple_028015,Anyone else’s iPhone been doing this weird thing?! @AppleSupport @115858 https://t.co/EpJGELn42E,app_problems,app_problems,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,2,2,2,1,4,5,2.67,NEEDS_IMPROVEMENT,"The reply is incomplete, generic, and lacks actionable steps, making it insufficient for the customer’s needs."
1641289,apple_042630,i️ also hate my phone for not working &amp; changing i’s to boxes @115858 needs to get it together,screen_display,screen_display,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,1,1,1,1,2,5,1.83,NEEDS_IMPROVEMENT,"The reply is incomplete, ungrounded, and does not address the customer’s specific technical issue, requiring more detailed, evidence-backed guidance."
2558620,apple_017059,So now I am having an issue with my I-Phone. Its randomly calling people as it sits on my counter and there is no record in my call log. Another person just told me his wife's is doing the same thing. What gives @115858,calls_cellular,calls_cellular,"Based on a similar Apple Support case, We can help! Do you notice any commonality in the phone calls you're seeing made? Like, are they all from your contacts? Also, which version of iOS are you currently running? You can check in Settings &gt; General &gt; About &gt; Version. Just let us know.",True,3,5,4,3,4,5,4.0,NEEDS_IMPROVEMENT,The reply is safe and relevant but generic and incomplete; it would benefit from more specific troubleshooting steps or escalation.
1738873,apple_056746,THE WAY MY PHONE BEEN FREEZING UP SINCE I UPDATED IT 🙄 @AppleSupport,ios_update,ios_update,Could you tell us which app is affected and what happens when you try to use it?,True,5,5,5,4,5,5,4.83,GOOD,"The reply is safe, relevant, and appropriately requests additional information to diagnose the freezing issue."
807382,apple_039662,37% sure my headphones are broke 🙄@115858 send me some new ones thx,audio_speaker,audio_speaker,"Based on a similar Apple Support case, We'd be happy to help with your EarPods. Are these EarPods that came with a device? Can you DM us what country you're in?",True,4,5,5,4,4,5,4.5,GOOD,"The reply is safe, relevant, and grounded, providing a clear next step for the customer."
2278858,apple_061815,For instance @115858 when are you gunna fix my fuckin I button I️ refuse to change it in my shortcuts it shouldn’t come down to this,screen_display,screen_display,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,1,2,1,1,5,5,2.5,NEEDS_IMPROVEMENT,"The reply is generic, incomplete, and does not address the customer’s specific technical issue."
