index,tweet_id,conversation_id,customer_message,gold_intent,predicted_intent,intent_correct,reply,evidence_used,evidence_safe,evidence_relevance,evidence_quality,problem_match,customer_problem_similarity,response_problem_similarity,intent_match,domain_match,action_match,conflict_detected,generic_response,final_evidence_score,evidence_rejection_reason,grounded,unsupported_claims,response_type,escalation_decision,escalation_reason,safe_to_answer,generation_error
136,1002250,apple_037959,"@AppleSupport No I’ve had it over a year, just randomly stopped sending iMessages and when I went to settings I saw that message",apple_id_icloud,apple_id_icloud,True,"Based on a similar Apple Support case, We want to be sure your iCloud backup can be completed as normal. Can you tell us what version of iOS you have? Go to Settings &gt; General &gt; About to check on this.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
137,756454,,@115858 Only available on @118101 and every single one has/had a problem with cellular. My cellular hasn’t been working for 3 weeks and no resolution 😑,calls_cellular,calls_cellular,True,"Based on a similar Apple Support case, Rest assured, we are here to help. Go to Settings &gt; Music &gt; Cellular Data, what do you see? Is your ""cellular data"" on or off?",True,True,0.645,1.0,0.45,0.4,0.5,True,1.0,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
138,162872,apple_005902,Checking snapchat stops my music now &amp; that is not ok ☹️ @917 @115858,apple_music_itunes,apple_music_itunes,True,"Could you tell us what occurs when you use the app, including any error messages you see?",True,True,0.72,0.75,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
139,682004,apple_050869,"@115858 
Y’all don’t have an undo button in Cupertino or what? I’m real tired of this “ I️ “ shit already",ios_update,ios_update,True,"Based on a similar Apple Support case, Let's try the steps listed in this article. Let us know if you need any further help.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
140,2816411,apple_066407,"i hate @115858 ! Can’t type i, can’t log in to my own account because of the two-factor authentication, can not wait to witch to a @728029",apple_id_icloud,apple_id_icloud,True,"Based on a similar Apple Support case, Thanks for reaching us. Try the steps in this article to receive your verification code:",True,True,0.72,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
141,2548137,apple_073559,I need headphones @115858 mines came on the pack broke,audio_speaker,audio_speaker,True,"Based on a similar Apple Support case, We can help with your headphones! Please DM us with the country you're in.",True,True,0.645,0.75,0.45,0.4,0.5,True,0.5,0.75,False,False,0.435,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
142,2202134,,@643972 @643973 @119459 @119460 @13100 @115858 La guinda! Me ha desaparecido la hora de la pantalla bloqueada! #IOS @115858 @AppleSupport https://t.co/hd53g1kSAA,screen_display,ios_update,False,"Could you tell us what is happening with the iOS update, such as downloading, installing, or failing?",True,True,0.645,0.75,0.575,0.65,0.5,False,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
143,1477617,apple_033202,@115858 what the fuck is this? I️,ios_update,ios_update,True,"Based on a similar Apple Support case, We're here for you. Check out this article for help:",True,True,0.57,0.9,0.45,0.4,0.5,True,0.5,0.75,False,False,0.435,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
144,1773194,apple_062940,@115858 May you please fix this I️ issue with my phone I’m trying to type the letter I!!!!,ios_update,ios_update,True,"Based on a similar Apple Support case, We'd like to take a closer look. Please DM us your current country and exact iOS version found at Settings &gt; General &gt; About.",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
145,2121061,apple_035308,Literally every single photo I have is gone. Thanks @AppleSupport,app_problems,app_problems,True,Could you tell us which app is affected and what happens when you try to use it?,True,True,0.645,0.75,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
146,2436882,apple_068946,Hey @115858 I just had a mini heart attack cause iCloud got turned off when I restarted my phone and all my pictures were suddenly gone (1/?),apple_id_icloud,apple_id_icloud,True,"Could you tell us whether the issue is with signing in, your password, or iCloud?",False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
147,1710649,apple_053225,"Hey, @AppleSupport, my iPhone 7 keeps respringing when trying to setup for the first time. Trying over both WiFi and iTunes, same problem.",app_problems,wifi_connectivity,False,"Based on a similar Apple Support case, We'll be happy to help see why your iPhone isn't updating. With this occurring on multiple networks, by chance, do you have access to a computer with iTunes? We can try updating using these steps:",True,True,0.72,1.0,0.575,0.65,0.5,False,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
148,942267,apple_019847,"@AppleSupport Worst update of iOS 11, my phones battery is draining like water. It lasts for only 3-4hrs. Not expected from @AppleSupport 😢😢",battery_charging,battery_charging,True,"Could you tell us what is happening with the battery or charging, such as fast draining or not charging?",False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
149,687925,apple_075525,@AppleSupport Thanks for that! Its not helpful though. Did you read my tweet? Its a daily issue now. I know how to connect a Smart Keyboard. It just keeps disconnecting and displaying that error!!,wifi_connectivity,wifi_connectivity,True,"Based on a similar Apple Support case, We'd be happy to help you out with resolving this! Have you been able to attempt any troubleshooting at all since noticing this issue? Even small things like restarting the device? Let us know in a DM.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
150,1588812,apple_072082,dear @115858 my phone keeps correcting i to i️ and my music stops playing every 5 seconds fix this shit,apple_music_itunes,apple_music_itunes,True,"Based on a similar Apple Support case, We'd love to help. Are you using the Apple Music app? Do you know what version of the iOS is on the device? If not, you can check under Settings &gt; General &gt; About &gt; Version.",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
151,2923614,apple_072898,@115858 it sure would be nice if one of your reps could help me. Ive been on hold waiting for over THREE hours. With no answer. https://t.co/7KpBUc8A8N,other_unclear,other_unclear,True,"Based on a similar Apple Support case, We want to get you back to your music so you can listen whenever you're on the go. Try powering off and restarting your iPhone. This sounds simplistic, but it can help with these types of issues. Please DM the result.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
152,2016338,apple_038864,"@115858 Can y’all please fix this question mark ina box, every time you type the letter “eye”, problem 😩",screen_display,screen_display,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
153,247584,apple_021398,Just Got this fantastic Bug #Apple #iOS11.0.2 #bug @115858 https://t.co/tKO2iJKhxo,ios_update,ios_update,True,"Based on a similar Apple Support case, Have you had the chance to update your iOS to the latest version?",True,True,0.57,0.85,0.45,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
154,1223968,apple_033157,"@115858 before I updated my phone to i011 it held a charge almost all day, now it can’t go 1 hour worth of using.... can you explain this?😡😤",battery_charging,battery_charging,True,"Based on a similar Apple Support case, We'd like to take a closer look to see why it's taking longer to charge. Is iOS 11.0.3 installed? Which model do you have?",True,True,0.72,0.8,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
155,2001733,apple_028015,Anyone else’s iPhone been doing this weird thing?! @AppleSupport @115858 https://t.co/EpJGELn42E,app_problems,app_problems,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
156,1641289,apple_042630,i️ also hate my phone for not working &amp; changing i’s to boxes @115858 needs to get it together,screen_display,screen_display,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
157,2558620,apple_017059,So now I am having an issue with my I-Phone. Its randomly calling people as it sits on my counter and there is no record in my call log. Another person just told me his wife's is doing the same thing. What gives @115858,calls_cellular,calls_cellular,True,"Based on a similar Apple Support case, We can help! Do you notice any commonality in the phone calls you're seeing made? Like, are they all from your contacts? Also, which version of iOS are you currently running? You can check in Settings &gt; General &gt; About &gt; Version. Just let us know.",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
158,1738873,apple_056746,THE WAY MY PHONE BEEN FREEZING UP SINCE I UPDATED IT 🙄 @AppleSupport,ios_update,ios_update,True,"Could you tell us what is happening with the iOS update, such as downloading, installing, or failing?",True,True,0.945,0.68,0.95,0.95,0.95,True,1.0,0.75,False,False,0.81,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
159,807382,apple_039662,37% sure my headphones are broke 🙄@115858 send me some new ones thx,audio_speaker,audio_speaker,True,"Based on a similar Apple Support case, We'd be happy to help with your EarPods. Are these EarPods that came with a device? Can you DM us what country you're in?",True,True,0.645,0.75,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
160,2278858,apple_061815,For instance @115858 when are you gunna fix my fuckin I button I️ refuse to change it in my shortcuts it shouldn’t come down to this,screen_display,screen_display,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
