row,customer_message,conversation_id,true_intent,predicted_intent,intent_confidence,intent_correct,reply,response_type,evidence_used,evidence_consistent,evidence_retrieved,evidence_candidates,top1_exists,top1_safe,top1_similarity,top1_relevance,top1_quality,top1_rejection_reason,evidence_relevance,evidence_quality,evidence_id,safe_to_answer,grounded,unsupported_claim_count,unsupported_claims,escalation_decision,escalated,escalation_reason,unsafe_reply,generation_error,error
120,"This might sound like an ignorant question, but how does one sign up for an iTunes account in Uganda without a credit card? Help! #uot #uganda @115858",apple_015216,other_unclear,audio_speaker,1.0,False,This may involve account security or sensitive information. Please contact official Apple Support directly so a specialist can assist you.,escalation,False,False,0,0,True,False,0.18922691511228396,0.6128,0.93,domain_mismatch,0.18922691511228396,0.93,,False,True,0,,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',False,False,
121,@115858 what the fuck are y’all doin where i️ can’t even type the letter i️ ??? get your shit together,apple_058713,other_unclear,ios_software_update,0.15617163152297103,False,,error,False,False,0,0,True,False,0.4183667164788844,0.6196,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
122,Hey @115858 why do I only get text alerts/notifications part of the time on my 8?  Didn’t have this issue with my 7...,apple_056930,other_unclear,other_unclear,0.14977394799151134,True,,error,False,False,0,0,True,False,0.1646566462381568,0.5562,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
123,@115858 Throwing away the whole phone,,other_unclear,other_unclear,0.14182168594663427,True,,error,False,False,0,0,True,False,1.0,0.74,0.75,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
124,"wtf is wrong w/ itunes, I’ve been waiting for a song to download for over two weeks now 🤦🏼‍♀️ @115858",apple_026299,other_unclear,apple_music_itunes,1.0,False,,error,False,False,0,0,True,False,0.24250896554788842,0.5686,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
125,"I-Phone &amp; Mac Book chargers have packed in today, both less than 6 months old.....Any chance @115858 😞😤",apple_001329,other_unclear,device_hardware,0.21236447963184682,False,,error,False,False,0,0,True,False,0.2329504184256374,0.6362,0.68,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
126,Man @115858 need to fix this shit!!! I’m so sick the letter “I️” messing up!,apple_021326,other_unclear,ios_software_update,0.1528567524541071,False,,error,False,False,0,0,True,False,0.42807757440885535,0.615,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
127,"Hey @115858 11.0.2 sucks and glitched my clock away, and screwed up locked screen #fixit",apple_075064,other_unclear,screen_display,1.0,False,,error,False,False,0,0,True,False,0.1623801792157668,0.7131,1.0,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
128,@115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song &amp; now it not being recognized,apple_013173,other_unclear,audio_speaker,1.0,False,,error,False,False,0,0,True,False,0.16045657690387558,0.7126,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
129,Hey @115858 why can’t I make any phone calls? It’s been nearly an hour of my iPhone not working.  #sos 📱,apple_056660,other_unclear,calls_cellular,1.0,False,,error,False,False,0,0,True,False,0.502892535008631,0.6982,1.0,generic_response,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
130,Hey @115858 can u fix the ‘eye’ issue so EYE can stop sounding ridiculous in my emails to my profs,apple_050127,other_unclear,ios_software_update,0.133993695412565,False,,error,False,False,0,0,True,False,0.5133952924790379,0.6363,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
131,You know.. this whole “I️” problem is getting on my nerves. I️ have to rearrange my tweets cause they look stupid. @115858 what are y’all waiting for to fix this problem? Got yourselves an iPhone X but can’t fax an emoji problem? Good job. What would Steve Jobs say! Psh.,apple_021786,other_unclear,ios_software_update,0.13601902217226738,False,,error,False,False,0,0,True,False,0.1377452193789916,0.6594,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
132,@115858 what’s up with the 8S Plus not autolocking? Pretty annoying... sounds like a common problem.,apple_041854,other_unclear,other_unclear,0.14258065121902552,True,,error,False,False,0,0,True,False,0.3693877145787891,0.6003,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
133,@532860 @115858 Yep. It’s still messed up for me.,,other_unclear,other_unclear,0.14137069311029266,True,,error,False,False,0,0,True,False,1.0000000000000002,0.74,0.75,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
134,@AppleSupport WiFi and streaming.,apple_049820,other_unclear,wifi_connectivity,1.0,False,,error,False,False,0,0,True,True,0.4498783918141277,0.7475,0.85,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
135,FIX SPOTIFY IN THE MUSIC PLAYER #mygod @115858,apple_076392,other_unclear,apple_music_itunes,1.0,False,,error,False,False,0,0,True,False,0.46283552211146145,0.6482,0.6,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
136,"@AppleSupport No I’ve had it over a year, just randomly stopped sending iMessages and when I went to settings I saw that message",apple_037959,other_unclear,apple_id_icloud,0.17753314114520738,False,,error,False,False,0,0,True,False,0.05370473155462982,0.5534,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
137,@115858 Only available on @118101 and every single one has/had a problem with cellular. My cellular hasn’t been working for 3 weeks and no resolution 😑,,other_unclear,calls_cellular,1.0,False,,error,False,False,0,0,True,False,1.0000000000000002,0.835,0.75,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
138,Checking snapchat stops my music now &amp; that is not ok ☹️ @917 @115858,apple_005902,other_unclear,apple_music_itunes,1.0,False,,error,False,False,0,0,True,False,0.2711104276136885,0.6778,1.0,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
139,"@115858 
Y’all don’t have an undo button in Cupertino or what? I’m real tired of this “ I️ “ shit already",apple_050869,other_unclear,ios_software_update,0.13729006002639277,False,,error,False,False,0,0,True,False,0.2629910585577093,0.5737,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
140,"i hate @115858 ! Can’t type i, can’t log in to my own account because of the two-factor authentication, can not wait to witch to a @728029",apple_066407,other_unclear,apple_id_icloud,0.1849385945965123,False,,error,False,False,0,0,True,False,0.3348890113898411,0.7362,0.8,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
141,I need headphones @115858 mines came on the pack broke,apple_073559,other_unclear,audio_speaker,1.0,False,,error,False,False,0,0,True,False,0.11603637480496425,0.7365,0.95,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
142,@643972 @643973 @119459 @119460 @13100 @115858 La guinda! Me ha desaparecido la hora de la pantalla bloqueada! #IOS @115858 @AppleSupport https://t.co/hd53g1kSAA,,other_unclear,ios_software_update,1.0,False,,error,False,False,0,0,True,False,1.0000000000000002,0.74,0.75,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
143,@115858 what the fuck is this? I️,apple_033202,other_unclear,ios_software_update,0.12794399291591468,False,,error,False,False,0,0,True,False,1.0,0.755,0.9,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
144,@115858 May you please fix this I️ issue with my phone I’m trying to type the letter I!!!!,apple_062940,other_unclear,ios_software_update,0.15574450788058097,False,,error,False,False,0,0,True,False,0.41885051591111566,0.6127,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
145,Literally every single photo I have is gone. Thanks @AppleSupport,apple_035308,other_unclear,app_problems,0.19993412174606778,False,You're welcome! Glad to hear that helped.,resolved_acknowledgement,False,False,0,0,True,False,0.25816614781449504,0.5395,0.75,no_specific_guidance,0.25816614781449504,0.75,,True,True,0,,HANDLE,False,escalation_function_error:'<' not supported between instances of 'dict' and 'float',False,False,
146,Hey @115858 I just had a mini heart attack cause iCloud got turned off when I restarted my phone and all my pictures were suddenly gone (1/?),apple_068946,other_unclear,apple_id_icloud,1.0,False,,error,False,False,0,0,True,True,0.10178445128022434,0.6754,1.0,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
147,"Hey, @AppleSupport, my iPhone 7 keeps respringing when trying to setup for the first time. Trying over both WiFi and iTunes, same problem.",apple_053225,other_unclear,wifi_connectivity,1.0,False,,error,False,False,0,0,True,False,0.1999212785738242,0.6555,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
148,"@AppleSupport Worst update of iOS 11, my phones battery is draining like water. It lasts for only 3-4hrs. Not expected from @AppleSupport 😢😢",apple_019847,other_unclear,battery_charging,1.0,False,,error,False,False,0,0,True,False,0.2791992232395367,0.7423,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
149,@AppleSupport Thanks for that! Its not helpful though. Did you read my tweet? Its a daily issue now. I know how to connect a Smart Keyboard. It just keeps disconnecting and displaying that error!!,apple_075525,other_unclear,wifi_connectivity,0.2694671540486106,False,You're welcome! Glad to hear that helped.,resolved_acknowledgement,False,False,0,0,True,False,0.16024564846460088,0.5926,1.0,no_specific_guidance,0.16024564846460088,1.0,,True,True,0,,HANDLE,False,escalation_function_error:'<' not supported between instances of 'dict' and 'float',False,False,
150,dear @115858 my phone keeps correcting i to i️ and my music stops playing every 5 seconds fix this shit,apple_072082,other_unclear,apple_music_itunes,1.0,False,,error,False,False,0,0,True,False,0.3064101558058665,0.6816,0.95,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
151,@115858 it sure would be nice if one of your reps could help me. Ive been on hold waiting for over THREE hours. With no answer. https://t.co/7KpBUc8A8N,apple_072898,other_unclear,other_unclear,0.14676187718087236,True,,error,False,False,0,0,True,False,0.2598847524198783,0.58,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
152,"@115858 Can y’all please fix this question mark ina box, every time you type the letter “eye”, problem 😩",apple_038864,other_unclear,screen_display,0.22882032832831864,False,,error,False,False,0,0,True,False,0.5171761738361571,0.6223,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
153,Just Got this fantastic Bug #Apple #iOS11.0.2 #bug @115858 https://t.co/tKO2iJKhxo,apple_021398,other_unclear,ios_software_update,0.1360762418720749,False,,error,False,False,0,0,True,False,0.344161923234686,0.601,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
154,"@115858 before I updated my phone to i011 it held a charge almost all day, now it can’t go 1 hour worth of using.... can you explain this?😡😤",apple_033157,other_unclear,battery_charging,1.0,False,,error,False,False,0,0,True,True,0.2040483051720577,0.681,0.8,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
155,Anyone else’s iPhone been doing this weird thing?! @AppleSupport @115858 https://t.co/EpJGELn42E,apple_028015,other_unclear,app_problems,0.2012388318539251,False,,error,False,False,0,0,True,False,0.4703607816268225,0.7026,0.75,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
156,i️ also hate my phone for not working &amp; changing i’s to boxes @115858 needs to get it together,apple_042630,other_unclear,screen_display,0.21559646993881051,False,,error,False,False,0,0,True,False,0.2716528258777045,0.6804,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
157,So now I am having an issue with my I-Phone. Its randomly calling people as it sits on my counter and there is no record in my call log. Another person just told me his wife's is doing the same thing. What gives @115858,apple_017059,other_unclear,calls_cellular,0.22843908557676879,False,,error,False,False,0,0,True,True,1.0,0.86,1.0,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
158,THE WAY MY PHONE BEEN FREEZING UP SINCE I UPDATED IT 🙄 @AppleSupport,apple_056746,other_unclear,ios_software_update,0.13455425839006033,False,,error,False,False,0,0,True,False,0.43222758973112874,0.7106,0.75,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
159,37% sure my headphones are broke 🙄@115858 send me some new ones thx,apple_039662,other_unclear,audio_speaker,1.0,False,,error,False,False,0,0,True,False,0.3534953003113507,0.7609,0.6,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
160,For instance @115858 when are you gunna fix my fuckin I button I️ refuse to change it in my shortcuts it shouldn’t come down to this,apple_061815,other_unclear,screen_display,0.22847034381643844,False,,error,False,False,0,0,True,False,0.06731443757650182,0.5568,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
